p_id;descriptions
83982;Kingpin fra Félix Solís er en kraftig rødvin lavet på et blend af druerne Tempranillo, Syrah og Carbernet Sauvignon. Den har en smuk rubinrød farve som kirsebær. En intens duft af modne røde bær og et strejf vanilje og læder møder næsen, når den åbnes. Vinen er rig i smagen med komplekse aromaer fra chokolade, tobak og modne røde frugter. Vi anbefaler, at du nyder vinen ved 15-18 °C til grillmad, oksekød eller fjerkræ. Den elegante rødvin er også lækker i sig selv.
78565;Chardonnay fra Diamond Hill er en australsk hvidvin med en dyb gul farve. Den har en fyldig smag fra solmoden frugt samt en skøn duft, der er præget af sødmefulde, modne blomster og grøn frugt. Nyd hvidvinen til pastaretter eller måltider, hvor fisk eller fjerkræ indgår. Eller forkæl dig selv med et glas Chardonnay en sensommeraften på terrassen sammen med gode venner.
63553;Pinot Noir fra François Martenot er en let og tør fransk rødvin med en flot rubinrød farve. Vinens duft har noter af små røde frugter, krydderier og vanilje. Denne vin egner sig særdeles godt til fjerkræ, lyst kød, pastaretter, charcuteri, pølsebord og salater. Server vinen ved en temperatur på 16-18 °C 
18748;Saaz Blonde fra Jacobsen er en klar gylden øl med et tæt, hvidt skum. Den dufter af fuldmoden frugt med et strejf af kvan og fyrretræ. Smagen er elegant og sødmefyldt med en blød efterbitterhed og frugtige og krydrede noter af melon, abrikos, kvan og fyrretræ. Øllen egner sig både til nye og erfarne ølnydere. Drik gerne Saaz Blonde til lette og milde retter med fisk og kylling.
81625;Fersken Ice Tea fra Aqua d’Or er en lækker forfriskende ice tea lavet på naturligt mineralvand, sort te samt naturlig frugtsmag af saftige ferskner. Fersken Ice Tea fra Aqua d’Or indeholder ingen, kalorier, ingen sukker og er tappet lokalt i Fasterholt. Nyd den velsmagende Ice tea en varm sommerdag på stranden eller tag den med på farten, når du trænger til en lækker forfriskning. 
84531;Tuborg Nul med Mango Passion er en alkoholfri øl fra Tuborg. Den har en eksotisk smag af Mango og Passion og et dejligt strejf af malt. Det er en aromatisk øl med milde bobler, der giver en perlende fornemmelse i munden. Prøv en forfriskende, afkølet alkoholfri øl en varm sommerdag med venner i haven.
84532;Tuborg Nul med citrus er en alkoholfri øl fra Tuborg. Den har en forfriskende smag af citrus og et strejf af malt. Det er en aromafuld øl med milde bobler, der giver en perlende fornemmelse i munden. Nyd den lækre alkoholfrie øl afkølet en varm sommerdag på terrassen til grillmaden. 
81796;Punk IPA fra Brewdog er en lysgylden øl. Den har en lækker tropisk frugtsmag med en skarp, bitter afslutning samt en tilsvarende duft af tropiske frugter og skøn lys karamel. Nyd Punk IPA en dejlig sommeraften på terrassen i gode venners lag.<br/> <br/>
29504;Coca-Cola Zero Sugar er det tætteste, du kommer på smagen af den originale Coca-Cola. Sodavanden har den samme søde, fyldige og friske smag, som du kender fra Coca-Cola. Nyd Coca-Cola Zero Sugar, når du er på farten, eller som en forfriskning til en lækker middag, serveret med isterninger og en skive citron.
19386;Ananasjuice fra koncentrat er skøn i sig selv eller i samspil med andre lækre ingredienser i en drink. Den har den helt karakteristiske ananasduft, der kendetegner en spiseklar ananas. I glasset står den flot og gul og smagen er ikke til at tage fejl af. Drik ananasjuice afkølet, som den er, eller blend den med fed og fyldig vaniljeflødeis for en lækker og tropisk smoothie. 
78430;Mango Drik fra Maaza er en forfriskende frugtjuice med en eksotisk og frugtig smag af mango. Mangodrikken har en sød fløjlsblød smag og en dejlig cremet konsistens, som giver en god og behagelig smagsoplevelse. Nyd mangodrikken afkølet præcis som den er eller brug den i en lækker smoothie eller sommercocktail, hvor den vil bidrage med en sødmefuld og frisk smag. 
44595;Corona Extra er en importeret mexicansk pilsnerøl med en gylden farve og en perlende, kridhvid skumkrone. Øllen har en mild duft med diskrete noter af lys malt og strå. Corona Extra har en frisk smag uden bitterhed og en læskende fylde. Den mexicanske pilsnerøl er særligt velegnet til stærkt krydrede retter fra det mexicanske køkken som for eksempel burritos, tortillas eller chili con carne. Nyd også Corona Extra, helt som den er – helst iskold.
77964;Jordbær/Solbær Smoothie fra Rynkeby Rigtig Smoothie har en dejlig forfriskende smag af sødmefulde jordbær samt en let syrlig smag af modne solbær, som tilsammen giver en god og liflig smag. Med sin gode og milde smag vil den velsmagende Jordbær/Solbær Smoothie være et sikkert hit hos både store og små i familien. Nyd Jordbær/Solbær Smoothie fra Rynkeby sammen med et lækkert morgenmåltid eller vær kreativ og brug den som basis til din egen smoothie bowl eller imponér dine gæster med en velsmagende smoothiedessert.
71772;FUN Light Solbær er den klassiske fyldige smag af friske solbær uden tilsat sukker. Nyd den smagfulde læskedrik med smag af solbær selv eller byd din nabo på et glas over hækken.
73854;Monster Energy er den originale energidrik fra Monster. Her får du den gode smag af energidrik, der er velegnet at nyde derhjemme eller på farten.Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (32 mg/100 ml). Forbrug ansvarligt.
120440;State Energy Pineapple er en sukkerfri, frisk og velsmagende energidrik. Den indeholder blandt andet palatinose, koffein, grøn te, taurin samt B-vitamin og har en forfriskende smag af ananas. Nyd den derhjemme, når du er på farten eller i forbindelse med sport og træning.
44552;Monster Energy er den originale energidrik fra Monster. Her får du den gode smag af energidrik, der er velegnet at nyde derhjemme eller på farten.Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (32 mg/100 ml). Forbrug ansvarligt.
30892;Hyldeblomst & lime fra Ramlösa er en forfriskende læskedrik med brus. De klare og brusende bobler udgør sammen med smagen af hyldeblomst og lime en lækker læskedrik til at slukke tørsten med. Den indeholder hverken sukker eller sødemidler, men får sin syre og sødme fra naturlige aromaer. Nyd den hele året rundt, eksempelvis med en frisk skive lime for at fremhæve den syrlige karakter. 
120039;Budweiser er en Premium Amerikansk Lager, der er lavet på ris og som har lagret på bøgeflis. Det giver øllen sin unikke smag og tekstur. Nyd Budweiser til et smagfuldt måltid eller en hyggelig sommerdag på terrassen i gode venners lag.
68147;Sødlig vin med smag af fersken og abrikos med et hint af tropiske frugter og citrus. 91% Moscato, 3% Riesling og 6% andre vine.
90050;Shot Ingefær/Tranebær fra Rynkeby er en skøn kombination af den klassiske ingefærshot tilsat en smule tranebær, som bidrager med en fantastisk flot farve samt en mild smag af tranebær, som fint komplementerer den skarpe ingefær. Ingefær/Tranebær fra Rynkeby er til dig, der ønsker et velsmagende ingefærshot med et tvist. Nyd den som en del af din daglige morgenrutine, eller drik den efter behov, når du trænger til en lille forfriskning.
40665;Fanta Exotic har en sød og eksotisk smag af frugter som ananas, mango, guave, grape og citron samt en frisk rød farve, som leder tankerne hen på sol og sommer. Nyd sodavanden som den er, eller brug den i en farverig drink med isterninger og en frisk skive lime.
121094;Lime Hyldeblomst fra Ego er en økologisk sodavand med en sød og frisk smag af lime og hyldeblomst. Den er lavet med naturlige ingredienser og har et højt juiceindhold. Nyd den iskold som en forfriskende drik til din frokost eller som et lækkert alternativ til en alkoholisk drink.
129553;Coca-Cola Zero Sugar Lime er det tætteste, du kommer på smagen af den originale Coca-Cola. Sodavanden har den samme søde, fyldige og friske smag, som du kender fra Coca-Cola samt et hint af lime. Nyd Coca-Cola Zero Sugar Lime, når du er på farten, eller som en forfriskning til en lækker middag, serveret med isterninger og en frisk skive lime.
84501; Kahlua Coffee Liqueur er en udsøgt kaffelikør, der kan pifte alverdens cocktails og drinks op med sin lækre kaffesmag. Prøv for eksempel at anvende Kahlua til at lave den smagfulde drink ’White Russian’ og servér for dem, du holder af.
73810;Økologisk Juice fra Rynkeby Rigtig Juice indeholder 100% presset frugt fra æble, mandarin og gulerod. Juicen har en flot og indbydende orange farve samt en frisk, sød og let syrlig smag, som giver en god og harmonisk smagsoplevelse. Nyd Rynkeby Rigtig Juice til en hyggelig brunch sammen med hele familien eller forkæl dig selv med et forfriskende glas i løbet af dagen. 
105071;Ingefær- & Bærshot fra God Morgen er en skøn kombination af den klassiske ingefærshot tilsat æble, hindbær og hibiscus, som giver dig en forfriskende start på dagen. Tappet lokalt på Fyn. Nyd det velsmagende ingefær- og bærshot som en del af din daglige morgenrutine, eller drik den efter behov, når du trænger til en lille forfriskning.
90046;FUN Light Cactus Apple er en skøn, sukkerfri drik til opblanding med smag af æble og kaktus. Den har en eksotisk smag, der både er syrlig og sød. FUN Light Cactus Apple er perfekt at have med i drikkedunken på farten. Bland dig et dejligt glas FUN, når det er tid til selvforkælelse.
33481;Rioja Reserva fra Baron de Ley er en kraftig og krydret vin produceret af Tempranillo druer som en ægte Rioja skal være. Den forkæler din næse og dine smagsløg med intense og komplekse nuancer af mørke bær, spor af kokos og vanilje, velafbalancerede tanniner og noter af timian og sort peber. Eftersmagen er lang, frugtrig og krydret. Lagret 20 måneder på amerikansk eg og 24 måneder på flaske. Vinen er ikke filtreret, så der kan være lidt bundfald. Nyd den ved 16-18°C til fx and, gås, dyrevildt og grillet kød.
73891;India Pale Ale 0,5 fra Skovlyst er en alkoholfri (0,5%) IPA. Øllet står gyldent og ufiltreret i glasset med et kraftfuldt hvidt skum på toppen. Den dufter af citrus, blomster og nåletræer og har en skøn smag af sødlig maltaroma med karakter af karamel. Øllet fylder godt i munden og har en middelkraftig og forfriskende bitterhed - samt en skøn humlearoma. Nyd den afkølet, som den er, eller drik den til krydrede retter som en indisk dahl.
90082;Økologisk Lemon Sodavand fra Salling ØKO er en læskedrik med en dejlig smag af citron. Drikken indeholder en let, blid brus og bør nydes afkølet for en optimal smagsoplevelse. Stil den på middagsbordet som et alternativ til de klassiske sodavand, eller nyd den med isterninger på en varm sommerdag i haven. 
65367;Passionssodavand fra Thor har en flot orange farve og en forfriskende smag af passionsfrugt. Den er velegnet at nyde sammen med din familie eller dine gæster til en hyggelig filmaften. Prøv også at pakke passionssodavanden i en køletaske og tag den med på en udflugt i det fri. <br/> <br/>
63448;State Energy Maracuja er en læskende og velsmagende energidrik. Den indeholder blandt andet palatinose, koffein, grøn te, taurin samt B-vitamin og har en forfriskende smag af passionsfrugt. Nyd den derhjemme, når du er på farten eller i forbindelse med sport og træning.   
110381;New England IPA fra Anarkist er en sløret og lidt mere uklar øl. Her får du en øl som er Cremet og meget frugtig i smagen. Alle noterne fra humlerne træder igennem, så man først fornemmer alle citrusfrugterne danse på tungen for derefter at kunne finde noter at den tilsatte hyldeblomst og rabarber. Inviter vennerne på en New England IPA fra Anarkist og nyd de frugtige og syrlige noter.
69247;Viva Classic fra Jacobsen er en ravgylden wienerøl med et prægtigt skum. Øllen har en frisk og frugtig duft af stikkelsbær og passionsfrugt. Smagen er en velafbalanceret kombination af en maltsød fylde tilsat en passende mængde bitterhed. Nyd Viva Classic med retter fra det norditalienske køkken som pizza og pasta eller krydrede retter fra det mexicanske køkken.
90054;Raspberry & Yuzu fra Breezer er en læskende RTD lavet på en base af rom, brusende mineralvand og frugtsmag. RTD’en har en skøn smag af søde hindbær blandet med de syrlige noter fra yuzufrugten, som fra første dråbe vil lede dine tanker hen på sol og hyggelige sommeraftener. Brusen fra mineralvandet giver en dejlig mousserende fornemmelse på tungen. Nyd den afkølet til en hyggelig grillaften med venner og familie.
86627;Pærecider fra Harboe er en forfriskende læskedrik med et lavt alkoholindhold på 0,8%. Den søde smag af pære samt den let perlende brus skaber en skøn smagssammensætning, der henleder tankerne på solskin og varme sandstrande. Pærecideren er et festligt indslag, hvis du vil undgå de høje alkoholprocenter, men den er også ideel som mixer til en cocktail. Prøv at blande den med vodka samt skiver af lime og mynte, og du har dig en skøn og frugtig velkomstdrink. 
